orderid,timestamp,productid,productname,category,quantity,grossvalue,discountvalue,costofgoodssold,customerid,city,locationid,channel,orderstatus,cart_abandoned,total_price
ORD003583,2024-11-29 14:44:16,P0199,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,1,14.7,2.2,7.77,C00718,Dammam,E053,Mobile,Completed,0,12.5
ORD003584,2024-12-31 14:23:22,P0193,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand,Dermatology,1,41.91,0.0,29.78,C00590,Mecca,E062,Mobile,Returned,1,41.91
ORD003585,2025-05-24 16:04:52,P0188,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,2,197.24,29.59,129.02,C00393,Jeddah,E070,Web,Completed,0,167.65
ORD003586,2024-09-16 14:14:35,P0048,Savlon Antiseptic 100ml Box,First Aid,3,55.02,2.75,19.53,C00928,Riyadh,E022,Web,Completed,1,52.27
ORD003587,2024-04-18 12:27:32,P0097,Femibion Prenatal Box - Store Brand,Vitamins,4,477.92,0.0,197.24,C00475,Jeddah,E080,Retail,Completed,1,477.92
ORD003588,2025-02-08 01:55:20,P0143,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand,Dermatology,5,266.35,13.32,139.15,C00584,Mecca,E070,Mobile,Completed,1,253.03
ORD003589,2024-07-24 20:09:45,P0288,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,4,133.04,19.96,55.36,C00202,Jeddah,E026,Mobile,Completed,0,113.08
ORD003590,2024-07-23 07:21:43,P0120,Refresh Tears Eye Drops Box - Store Brand - Store Brand - Store Brand,Eye Care,4,66.8,6.68,33.08,C00077,Khobar,E103,Web,Completed,0,60.12
ORD003591,2025-03-26 01:11:15,P0012,Voltaren Emulgel 50g Box,Pain Relief,4,196.08,29.41,82.12,C00179,Jeddah,E040,Web,Completed,0,166.67
ORD003592,2024-08-21 04:41:02,P0019,NeoCitran Hot Drink Pack,Cold & Flu,3,77.13,0.0,30.6,C00707,Medina,E061,Web,Completed,0,77.13
ORD003593,2024-08-08 20:16:26,P0034,Cetaphil Gentle Cleanser Pack,Skincare,2,160.34,16.03,57.38,C00046,Mecca,E044,Mobile,Completed,0,144.31
ORD003594,2024-07-15 06:07:42,P0131,Band-Aid Assorted Bottle - Store Brand - Store Brand,First Aid,3,15.36,0.0,8.43,C00601,Riyadh,E011,Mobile,Completed,0,15.36
ORD003595,2025-01-01 16:40:59,P0278,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,5,205.3,0.0,81.1,C00933,Khobar,E051,Web,Completed,0,205.3
ORD003596,2025-08-16 11:28:56,P0105,Pampers Baby Dry Pack - Store Brand,Baby Care,4,300.04,0.0,169.44,C00983,Dammam,E008,Retail,Completed,1,300.04
ORD003597,2024-07-03 04:35:58,P0359,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,4,196.56,19.66,63.76,C00175,Jeddah,E084,Mobile,Completed,0,176.9
ORD003598,2024-08-02 21:06:19,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,2,22.94,3.44,7.36,C00926,Dammam,E033,Web,Completed,0,19.5
ORD003599,2025-01-26 07:02:08,P0153,Aspirin 100mg Bottle - Store Brand - Store Brand,Pain Relief,1,3.99,0.4,1.58,C00023,Jeddah,E038,Mobile,Returned,0,3.59
ORD003600,2024-08-26 14:31:20,P0209,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,1,49.4,4.94,25.24,C00541,Medina,E065,Retail,Completed,0,44.46
ORD003601,2025-09-08 23:18:28,P0013,Brufen 400mg Pack,Pain Relief,2,45.54,6.83,19.14,C01169,Mecca,E069,Mobile,Completed,0,38.71
ORD003602,2024-05-30 06:16:48,P0127,Pampers Baby Dry Box - Store Brand,Baby Care,4,397.16,39.72,162.48,C00687,Khobar,E058,Retail,Completed,0,357.44
ORD003603,2025-01-28 16:41:31,P0360,Otrivin Nasal Spray Bottle - Store Brand - Store Brand - Store Brand,Cold & Flu,2,18.1,1.81,9.66,C00044,Khobar,E095,Mobile,Completed,0,16.29
ORD003604,2025-07-18 06:47:46,P0257,Refresh Tears Eye Drops Pack - Store Brand,Eye Care,2,69.88,0.0,25.24,C00124,Riyadh,E013,Web,Completed,1,69.88
ORD003605,2025-04-12 11:54:34,P0300,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand,Personal Care,2,20.42,3.06,15.44,C01073,Mecca,E086,Web,Completed,0,17.36
ORD003606,2024-05-19 03:30:41,P0167,Pampers Baby Dry Pack - Store Brand,Baby Care,2,164.46,0.0,67.4,C00431,Jeddah,E016,Mobile,Completed,0,164.46
ORD003607,2024-06-29 02:10:12,P0241,Imodium 2mg Box - Store Brand - Store Brand,Gastrointestinal,1,19.07,0.95,5.81,C00783,Riyadh,E073,Web,Completed,0,18.12
ORD003608,2025-06-12 20:31:58,P0310,Aspirin 100mg Pack - Store Brand,Pain Relief,2,11.38,0.57,3.6,C00076,Mecca,E097,Web,Completed,0,10.81
ORD003609,2025-06-26 20:50:08,P0094,Aspirin 100mg Pack - Store Brand,Pain Relief,4,21.76,2.18,8.76,C01191,Riyadh,E069,Retail,Completed,0,19.58
ORD003610,2024-11-28 15:04:18,P0315,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand - Store Brand,Baby Care,4,99.88,0.0,52.12,C00924,Khobar,E055,Mobile,Completed,1,99.88
ORD003611,2024-05-26 15:44:08,P0086,Symbicort Inhaler Bottle,Respiratory,1,455.32,22.77,175.53,C01062,Mecca,E003,Retail,Completed,1,432.55
ORD003612,2024-11-13 02:03:29,P0160,Sensodyne Repair & Protect Box - Store Brand,Oral Care,3,71.34,0.0,22.92,C00274,Khobar,E102,Retail,Completed,0,71.34
ORD003613,2025-06-01 22:25:20,P0318,Duphaston 10mg Pack - Store Brand - Store Brand - Store Brand,Women's Health,4,92.76,4.64,40.28,C00437,Medina,E075,Web,Completed,0,88.12
ORD003614,2025-07-03 00:06:30,P0081,Femibion Prenatal Box,Vitamins,1,159.3,7.97,75.87,C00026,Jeddah,E089,Web,Completed,1,151.33
ORD003615,2025-03-07 03:07:38,P0170,Pampers Baby Dry Pack - Store Brand - Store Brand,Baby Care,1,55.48,8.32,21.48,C00564,Mecca,E091,Mobile,Completed,0,47.16
ORD003616,2024-11-08 16:58:40,P0296,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,1,9.19,0.92,3.33,C00311,Mecca,E026,Mobile,Completed,0,8.27
ORD003617,2025-07-19 14:01:20,P0069,Imodium 2mg Box,Gastrointestinal,4,125.92,18.89,44.68,C00413,Mecca,E022,Mobile,Completed,0,107.03
ORD003618,2025-03-28 02:50:18,P0312,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,1,97.42,14.61,29.28,C01168,Mecca,E097,Mobile,Completed,0,82.81
ORD003619,2024-07-22 16:11:34,P0132,Neutrogena Hydro Boost Pack - Store Brand,Skincare,2,189.64,0.0,68.54,C00434,Medina,E098,Mobile,Completed,0,189.64
ORD003620,2025-08-02 14:53:59,P0270,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand,Vitamins,1,17.5,1.75,7.41,C00365,Khobar,E061,Mobile,Completed,0,15.75
ORD003621,2025-07-22 13:45:37,P0017,Vicks VapoRub 50g Bottle,Cold & Flu,1,15.25,0.0,5.72,C00679,Medina,E073,Web,Completed,1,15.25
ORD003622,2024-12-23 04:33:43,P0238,Duphaston 10mg Pack - Store Brand,Women's Health,2,106.28,15.94,34.2,C00181,Khobar,E054,Web,Completed,1,90.34
ORD003623,2025-01-13 15:10:53,P0222,Band-Aid Assorted Bottle - Store Brand - Store Brand,First Aid,3,19.53,0.98,8.22,C01140,Medina,E017,Web,Completed,0,18.55
ORD003624,2024-09-10 11:42:05,P0155,Pampers Baby Dry Pack - Store Brand,Baby Care,2,147.94,7.4,65.84,C00261,Dammam,E007,Mobile,Completed,0,140.54
ORD003625,2025-07-24 22:31:12,P0035,Cetaphil Gentle Cleanser Bottle,Skincare,5,448.65,0.0,174.65,C00535,Dammam,E087,Web,Completed,0,448.65
ORD003626,2024-06-19 05:49:00,P0033,Omega-3 Fish Oil Box,Vitamins,3,301.98,15.1,115.47,C00340,Jeddah,E105,Web,Completed,0,286.88
ORD003627,2024-10-09 20:21:40,P0373,Femibion Prenatal Pack - Store Brand - Store Brand,Vitamins,2,175.16,17.52,74.06,C00827,Jeddah,E054,Mobile,Completed,0,157.64
ORD003628,2025-07-28 12:22:13,P0065,Gaviscon 200ml Bottle,Gastrointestinal,1,50.56,5.06,17.49,C00778,Riyadh,E017,Retail,Completed,0,45.5
ORD003629,2024-12-04 06:07:55,P0145,Refresh Tears Eye Drops Box - Store Brand - Store Brand,Eye Care,2,38.44,3.84,23.48,C00188,Mecca,E058,Mobile,Completed,0,34.6
ORD003630,2025-08-07 19:17:57,P0063,Earol Ear Drops Box,Ear Care,3,63.78,9.57,28.23,C00256,Dammam,E088,Web,Completed,1,54.21
ORD003631,2024-05-25 23:40:03,P0087,Symbicort Inhaler Box,Respiratory,5,1909.55,95.48,993.5,C00670,Jeddah,E111,Mobile,Completed,0,1814.07
ORD003632,2025-02-20 22:49:09,P0120,Refresh Tears Eye Drops Box - Store Brand - Store Brand - Store Brand,Eye Care,3,50.1,2.51,24.81,C00515,Mecca,E095,Web,Completed,0,47.59
ORD003633,2025-01-29 17:49:21,P0298,Aspirin 100mg Bottle - Store Brand - Store Brand,Pain Relief,1,3.86,0.0,1.46,C00610,Jeddah,E093,Web,Completed,0,3.86
ORD003634,2025-06-12 07:29:18,P0376,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,1,4.66,0.0,2.33,C00988,Riyadh,E056,Web,Completed,0,4.66
ORD003635,2025-08-05 21:27:02,P0385,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,1,13.26,0.66,5.75,C00738,Mecca,E058,Mobile,Completed,0,12.6
ORD003636,2024-11-25 01:02:28,P0298,Aspirin 100mg Bottle - Store Brand - Store Brand,Pain Relief,1,3.86,0.0,1.46,C00006,Medina,E092,Retail,Completed,0,3.86
ORD003637,2024-06-28 00:18:57,P0070,Johnson's Baby Oil 200ml Pack,Baby Care,2,78.36,11.75,31.2,C00508,Jeddah,E077,Web,Completed,0,66.61
ORD003638,2025-02-22 04:29:28,P0196,Brufen 400mg Box - Store Brand,Pain Relief,2,25.58,2.56,11.18,C01186,Jeddah,E104,Retail,Returned,0,23.02
ORD003639,2025-07-19 01:39:41,P0176,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,1,67.66,3.38,17.3,C00905,Khobar,E088,Mobile,Completed,0,64.28
ORD003640,2024-11-26 02:30:07,P0161,Gaviscon 200ml Bottle - Store Brand,Gastrointestinal,4,152.12,7.61,58.48,C00703,Mecca,E102,Retail,Completed,1,144.51
ORD003641,2025-05-30 07:55:38,P0118,Mometasone Furoate 0.1% 15g Pack - Store Brand,Dermatology,3,197.73,19.77,109.53,C00674,Jeddah,E059,Web,Completed,0,177.96
ORD003642,2024-09-10 20:51:35,P0102,Otrivin Nasal Spray Box - Store Brand,Cold & Flu,1,16.97,2.55,7.96,C00031,Medina,E030,Web,Completed,0,14.42
ORD003643,2024-05-01 04:08:40,P0243,Cetaphil Gentle Cleanser Box - Store Brand,Skincare,1,60.18,3.01,19.14,C00497,Dammam,E055,Web,Completed,0,57.17
ORD003644,2024-11-05 15:24:20,P0231,Nivea Body Lotion 400ml Box - Store Brand,Personal Care,3,75.3,7.53,35.07,C00505,Jeddah,E003,Mobile,Completed,0,67.77
ORD003645,2025-03-14 04:50:52,P0134,Symbicort Inhaler Pack - Store Brand,Respiratory,1,301.12,15.06,110.92,C00179,Jeddah,E030,Web,Completed,0,286.06
ORD003646,2025-01-27 11:20:08,P0304,Imodium 2mg Bottle - Store Brand,Gastrointestinal,1,25.39,1.27,8.99,C00730,Jeddah,E106,Web,Completed,0,24.12
ORD003647,2025-04-05 14:24:58,P0188,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,3,295.86,29.59,193.53,C00270,Dammam,E046,Web,Completed,0,266.27
ORD003648,2025-06-22 11:51:45,P0285,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,5,94.4,9.44,49.5,C00960,Khobar,E082,Retail,Completed,0,84.96
ORD003649,2024-07-19 06:33:39,P0236,Band-Aid Assorted Bottle - Store Brand - Store Brand - Store Brand,First Aid,4,12.68,1.27,8.76,C00830,Medina,E044,Web,Completed,0,11.41
ORD003650,2025-01-05 09:26:52,P0344,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,4,30.32,0.0,8.96,C00337,Jeddah,E017,Web,Completed,0,30.32
ORD003651,2025-04-04 16:48:00,P0066,Gaviscon 200ml Box,Gastrointestinal,3,161.28,0.0,51.33,C00830,Medina,E076,Web,Completed,0,161.28
ORD003652,2024-04-08 12:42:36,P0112,Voltaren Emulgel 50g Bottle - Store Brand,Pain Relief,1,36.64,1.83,15.49,C00106,Riyadh,E094,Mobile,Completed,0,34.81
ORD003653,2024-05-15 01:58:27,P0258,Omega-3 Fish Oil Box - Store Brand,Vitamins,2,133.96,20.09,52.24,C01197,Jeddah,E015,Web,Completed,0,113.87
ORD003654,2024-12-25 23:46:35,P0057,Mometasone Furoate 0.1% 15g Box,Dermatology,2,243.44,0.0,82.56,C01069,Jeddah,E115,Retail,Completed,0,243.44
ORD003655,2024-08-04 20:50:02,P0060,Refresh Tears Eye Drops Box,Eye Care,5,227.65,11.38,89.2,C00508,Jeddah,E036,Web,Completed,1,216.27
ORD003656,2024-06-24 10:15:40,P0253,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,3,112.92,5.65,44.43,C00004,Riyadh,E109,Retail,Completed,0,107.27
ORD003657,2025-02-21 23:02:07,P0032,Omega-3 Fish Oil Bottle,Vitamins,1,77.22,3.86,39.97,C00106,Riyadh,E002,Retail,Completed,1,73.36
ORD003658,2024-05-18 19:00:13,P0058,Refresh Tears Eye Drops Pack,Eye Care,1,42.51,4.25,17.77,C00231,Riyadh,E020,Web,Completed,1,38.26
ORD003659,2025-04-16 02:05:45,P0033,Omega-3 Fish Oil Box,Vitamins,4,402.64,60.4,153.96,C00042,Medina,E077,Web,Completed,0,342.24
ORD003660,2024-08-17 10:15:40,P0250,Redoxon Vitamin C 1000mg Bottle - Store Brand,Vitamins,3,65.73,9.86,26.79,C01099,Jeddah,E004,Retail,Completed,0,55.87
ORD003661,2024-06-15 20:49:39,P0308,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand,Vitamins,1,44.01,4.4,18.55,C00600,Dammam,E098,Mobile,Completed,0,39.61
ORD003662,2024-09-07 04:00:53,P0161,Gaviscon 200ml Bottle - Store Brand,Gastrointestinal,2,76.06,11.41,29.24,C00943,Mecca,E107,Mobile,Completed,0,64.65
ORD003663,2025-05-14 19:18:24,P0115,NeoCitran Hot Drink Pack - Store Brand,Cold & Flu,2,32.4,0.0,16.1,C00322,Medina,E036,Mobile,Completed,0,32.4
ORD003664,2025-01-16 16:27:20,P0320,Brufen 400mg Box - Store Brand - Store Brand,Pain Relief,5,44.55,0.0,23.45,C00984,Medina,E053,Retail,Completed,0,44.55
ORD003665,2024-05-30 18:46:41,P0066,Gaviscon 200ml Box,Gastrointestinal,2,107.52,10.75,34.22,C00567,Mecca,E120,Web,Completed,0,96.77
ORD003666,2025-07-23 12:37:12,P0278,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,1,41.06,6.16,16.22,C00168,Riyadh,E043,Retail,Completed,0,34.9
ORD003667,2025-01-12 06:34:08,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,2,42.7,0.0,16.78,C00168,Riyadh,E002,Web,Completed,1,42.7
ORD003668,2024-07-22 14:21:10,P0218,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,4,373.96,0.0,136.92,C00006,Medina,E087,Mobile,Completed,1,373.96
ORD003669,2024-07-20 20:18:46,P0145,Refresh Tears Eye Drops Box - Store Brand - Store Brand,Eye Care,2,38.44,5.77,23.48,C00040,Khobar,E027,Web,Completed,1,32.67
ORD003670,2025-04-27 13:48:18,P0088,Colgate Total Pack,Oral Care,1,18.99,0.0,9.34,C00613,Jeddah,E069,Web,Completed,1,18.99
ORD003671,2025-05-01 04:44:42,P0219,Brufen 400mg Pack - Store Brand,Pain Relief,3,52.29,5.23,21.93,C00063,Dammam,E014,Mobile,Completed,0,47.06
ORD003672,2025-07-07 21:04:41,P0036,Cetaphil Gentle Cleanser Box,Skincare,2,157.16,23.57,59.56,C00890,Dammam,E060,Retail,Completed,1,133.59
ORD003673,2024-10-13 14:02:28,P0021,NeoCitran Hot Drink Box,Cold & Flu,2,46.58,6.99,20.34,C00493,Dammam,E049,Mobile,Completed,1,39.59
ORD003674,2025-01-06 08:32:07,P0004,Panadol Advance Pack,Pain Relief,1,17.36,1.74,6.69,C00489,Medina,E098,Web,Completed,1,15.62
ORD003675,2024-11-14 08:13:14,P0263,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand,Personal Care,1,15.13,0.0,9.96,C00207,Medina,E045,Mobile,Completed,1,15.13
ORD003676,2024-08-30 22:15:43,P0152,NeoCitran Hot Drink Pack - Store Brand - Store Brand,Cold & Flu,5,52.2,2.61,32.9,C00992,Jeddah,E119,Mobile,Completed,1,49.59
ORD003677,2024-09-01 16:46:48,P0371,Clobetasol Cream 0.05% 30g Box - Store Brand - Store Brand - Store Brand,Dermatology,2,73.2,3.66,39.2,C00418,Dammam,E003,Mobile,Completed,0,69.54
ORD003678,2025-02-18 19:28:53,P0020,NeoCitran Hot Drink Bottle,Cold & Flu,1,20.19,1.01,10.78,C00561,Dammam,E031,Mobile,Completed,1,19.18
ORD003679,2024-09-26 21:36:04,P0342,Gaviscon 200ml Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,1,14.53,0.73,5.27,C01031,Riyadh,E013,Web,Completed,1,13.8
ORD003680,2024-06-15 01:27:39,P0022,Otrivin Nasal Spray Pack,Cold & Flu,2,60.0,3.0,23.84,C01006,Dammam,E108,Web,Completed,1,57.0
ORD003681,2025-08-27 22:25:36,P0280,Clobetasol Cream 0.05% 30g Box - Store Brand - Store Brand,Dermatology,1,54.33,0.0,25.84,C01145,Riyadh,E019,Web,Completed,0,54.33
ORD003682,2024-11-03 06:35:19,P0128,Centrum Multivitamins Bottle - Store Brand - Store Brand,Vitamins,1,60.6,0.0,23.24,C00853,Dammam,E085,Web,Completed,0,60.6
ORD003683,2025-04-20 23:38:52,P0014,Brufen 400mg Bottle,Pain Relief,5,113.45,0.0,40.3,C01109,Dammam,E086,Mobile,Completed,0,113.45
ORD003684,2025-06-07 04:03:59,P0292,Band-Aid Assorted Bottle - Store Brand - Store Brand - Store Brand,First Aid,4,21.08,3.16,7.88,C00762,Riyadh,E081,Web,Completed,1,17.92
ORD003685,2024-07-05 21:46:50,P0025,Centrum Multivitamins Pack,Vitamins,1,111.64,0.0,36.67,C00815,Riyadh,E051,Web,Completed,0,111.64
ORD003686,2024-10-02 03:55:23,P0364,Duphaston 10mg Pack - Store Brand - Store Brand - Store Brand - Store Brand,Women's Health,2,33.44,0.0,17.1,C00280,Medina,E004,Web,Completed,0,33.44
ORD003687,2024-11-20 23:35:33,P0010,Voltaren Emulgel 50g Pack,Pain Relief,1,42.35,4.24,17.28,C00851,Mecca,E080,Retail,Cancelled,1,38.11
ORD003688,2025-09-11 04:23:16,P0066,Gaviscon 200ml Box,Gastrointestinal,5,268.8,26.88,85.55,C00387,Riyadh,E014,Web,Completed,1,241.92
ORD003689,2024-11-21 22:20:43,P0201,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,5,113.25,16.99,43.9,C00821,Medina,E097,Web,Completed,1,96.26
ORD003690,2025-09-12 09:11:27,P0138,Centrum Multivitamins Bottle - Store Brand,Vitamins,1,96.03,0.0,25.38,C00822,Riyadh,E067,Mobile,Completed,0,96.03
ORD003691,2024-12-09 14:05:52,P0327,Neutrogena Hydro Boost Box - Store Brand,Skincare,1,82.1,8.21,27.8,C00829,Riyadh,E081,Web,Completed,0,73.89
ORD003692,2024-10-03 00:04:32,P0329,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand - Store Brand,Dermatology,1,39.37,1.97,17.6,C00727,Medina,E115,Retail,Completed,1,37.4
ORD003693,2025-03-21 13:13:22,P0294,Colgate Total Bottle - Store Brand,Oral Care,2,29.64,0.0,9.4,C00633,Khobar,E024,Web,Completed,0,29.64
ORD003694,2024-10-12 18:38:11,P0124,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,1,22.1,1.11,12.01,C00965,Jeddah,E099,Retail,Completed,0,20.99
ORD003695,2024-12-09 13:55:14,P0276,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand,Ear Care,1,6.32,0.95,3.75,C00979,Khobar,E056,Web,Completed,0,5.37
ORD003696,2024-08-09 12:57:54,P0325,Panadol Extra Pack - Store Brand - Store Brand - Store Brand,Pain Relief,1,4.52,0.23,2.61,C01059,Mecca,E063,Mobile,Completed,0,4.29
ORD003697,2025-04-04 09:20:41,P0043,Sensodyne Repair & Protect Pack,Oral Care,2,55.84,0.0,19.94,C00016,Riyadh,E075,Mobile,Completed,1,55.84
ORD003698,2024-05-26 08:34:17,P0005,Panadol Advance Bottle,Pain Relief,1,17.71,2.66,8.16,C00678,Medina,E051,Mobile,Completed,0,15.05
ORD003699,2024-11-13 02:50:41,P0086,Symbicort Inhaler Bottle,Respiratory,1,455.32,0.0,175.53,C00338,Dammam,E019,Web,Returned,0,455.32
ORD003700,2024-10-03 23:23:05,P0213,Voltaren Emulgel 50g Box - Store Brand - Store Brand,Pain Relief,2,46.36,6.95,18.14,C00961,Medina,E025,Mobile,Completed,1,39.41
ORD003701,2024-09-21 06:28:30,P0132,Neutrogena Hydro Boost Pack - Store Brand,Skincare,2,189.64,18.96,68.54,C00032,Jeddah,E047,Web,Returned,0,170.68
ORD003702,2025-05-10 23:20:28,P0356,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand - Store Brand,Dermatology,1,39.04,1.95,9.75,C00589,Jeddah,E049,Mobile,Completed,0,37.09
ORD003703,2024-10-13 16:33:12,P0140,Ventolin Inhaler Bottle - Store Brand,Respiratory,3,446.01,22.3,208.14,C00989,Mecca,E086,Mobile,Completed,0,423.71
ORD003704,2024-04-11 00:05:48,P0024,Otrivin Nasal Spray Box,Cold & Flu,1,24.5,0.0,11.45,C00135,Dammam,E112,Mobile,Completed,0,24.5
ORD003705,2024-06-10 03:28:01,P0265,NeoCitran Hot Drink Pack - Store Brand - Store Brand - Store Brand,Cold & Flu,4,44.44,2.22,20.08,C00009,Medina,E094,Web,Returned,0,42.22
ORD003706,2024-11-13 22:00:07,P0143,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand,Dermatology,3,159.81,23.97,83.49,C00932,Medina,E072,Mobile,Completed,0,135.84
ORD003707,2024-05-11 04:55:59,P0318,Duphaston 10mg Pack - Store Brand - Store Brand - Store Brand,Women's Health,5,115.95,5.8,50.35,C01171,Khobar,E034,Web,Completed,0,110.15
ORD003708,2025-04-27 12:00:32,P0386,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,1,38.24,0.0,16.49,C00747,Dammam,E040,Web,Cancelled,0,38.24
ORD003709,2024-09-18 17:53:53,P0084,Ventolin Inhaler Box,Respiratory,1,234.11,0.0,102.91,C00114,Jeddah,E057,Retail,Completed,0,234.11
ORD003710,2024-11-20 03:58:40,P0181,Centrum Multivitamins Pack - Store Brand,Vitamins,2,160.24,16.02,57.58,C00974,Medina,E054,Web,Completed,0,144.22
ORD003711,2025-01-17 02:06:57,P0359,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,2,98.28,9.83,31.88,C00343,Khobar,E085,Mobile,Completed,0,88.45
ORD003712,2024-05-15 17:23:48,P0368,Sensodyne Repair & Protect Box - Store Brand - Store Brand - Store Brand,Oral Care,1,12.43,0.0,3.91,C00536,Mecca,E034,Mobile,Completed,1,12.43
ORD003713,2024-10-20 01:20:18,P0139,Duphaston 10mg Bottle - Store Brand,Women's Health,1,66.04,3.3,24.72,C00279,Mecca,E098,Web,Completed,1,62.74
ORD003714,2025-07-01 17:24:47,P0366,Omega-3 Fish Oil Box - Store Brand - Store Brand,Vitamins,1,41.97,0.0,20.81,C01196,Riyadh,E059,Mobile,Completed,0,41.97
ORD003715,2025-03-07 06:53:24,P0328,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand,Vitamins,1,11.46,1.72,7.03,C00774,Medina,E001,Mobile,Completed,0,9.74
ORD003716,2024-09-16 15:37:53,P0283,Mometasone Furoate 0.1% 15g Pack - Store Brand,Dermatology,1,65.04,6.5,30.37,C00960,Khobar,E012,Web,Completed,0,58.54
ORD003717,2024-05-16 23:12:42,P0337,NeoCitran Hot Drink Pack - Store Brand - Store Brand - Store Brand,Cold & Flu,1,8.75,1.31,4.55,C00210,Mecca,E003,Web,Completed,1,7.44
ORD003718,2024-12-20 06:46:24,P0195,Johnson's Baby Oil 200ml Bottle - Store Brand - Store Brand,Baby Care,1,22.0,0.0,7.36,C01120,Riyadh,E090,Mobile,Completed,1,22.0
ORD003719,2025-01-24 23:59:14,P0342,Gaviscon 200ml Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,1,14.53,0.0,5.27,C00750,Dammam,E011,Web,Completed,1,14.53
ORD003720,2025-08-05 04:24:38,P0301,Gaviscon 200ml Bottle - Store Brand - Store Brand,Gastrointestinal,1,29.59,4.44,12.19,C01010,Mecca,E101,Web,Completed,1,25.15
ORD003721,2024-04-21 01:24:03,P0019,NeoCitran Hot Drink Pack,Cold & Flu,1,25.71,2.57,10.2,C00738,Mecca,E003,Web,Completed,1,23.14
ORD003722,2025-03-18 06:34:55,P0256,Imodium 2mg Box - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,2,14.34,2.15,9.52,C00508,Jeddah,E100,Mobile,Completed,0,12.19
ORD003723,2025-04-22 03:19:33,P0249,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,1,39.95,0.0,13.72,C00883,Mecca,E060,Web,Completed,1,39.95
ORD003724,2024-06-13 16:59:36,P0077,Duphaston 10mg Bottle,Women's Health,1,78.29,0.0,34.78,C00120,Dammam,E118,Retail,Completed,0,78.29
ORD003725,2024-05-17 17:59:42,P0341,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Dermatology,2,62.7,3.14,12.12,C01011,Dammam,E084,Web,Completed,0,59.56
ORD003726,2025-06-28 12:30:51,P0078,Duphaston 10mg Box,Women's Health,1,82.15,4.11,33.18,C00764,Mecca,E105,Retail,Completed,0,78.04
ORD003727,2024-06-16 21:52:39,P0377,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,5,206.25,0.0,70.9,C00880,Khobar,E057,Web,Completed,1,206.25
ORD003728,2024-05-02 09:55:06,P0331,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,5,123.6,12.36,49.15,C00340,Jeddah,E079,Web,Returned,0,111.24
ORD003729,2024-10-31 14:07:14,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,1,11.47,1.15,3.68,C00144,Dammam,E043,Mobile,Completed,0,10.32
